T535X2D,"Toxic effect of chlorofluorocarbons, intentional self-harm, subsequent encounter"
V120XXD,"Pedal cycle driver injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter"
V120XXS,"Pedal cycle driver injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela"
V121XXA,"Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter"
V121XXD,"Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter"
V121XXS,"Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela"
V122XXA,"Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter"
V122XXD,"Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter"
V122XXS,"Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela"
V123XXA,"Person boarding or alighting a pedal cycle injured in collision with two- or three-wheeled motor vehicle, initial encounter"
V123XXD,"Person boarding or alighting a pedal cycle injured in collision with two- or three-wheeled motor vehicle, subsequent encounter"
V123XXS,"Person boarding or alighting a pedal cycle injured in collision with two- or three-wheeled motor vehicle, sequela"
V124XXA,"Pedal cycle driver injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter"
V124XXD,"Pedal cycle driver injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter"
V124XXS,"Pedal cycle driver injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela"
V125XXA,"Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter"
V125XXD,"Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter"
V125XXS,"Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela"
V129XXA,"Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter"
V129XXD,"Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter"
V129XXS,"Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela"
V130XXA,"Pedal cycle driver injured in collision with car, pick-up truck or van in nontraffic accident, initial encounter"
V130XXD,"Pedal cycle driver injured in collision with car, pick-up truck or van in nontraffic accident, subsequent encounter"
V130XXS,"Pedal cycle driver injured in collision with car, pick-up truck or van in nontraffic accident, sequela"
V131XXA,"Pedal cycle passenger injured in collision with car, pick-up truck or van in nontraffic accident, initial encounter"
V131XXD,"Pedal cycle passenger injured in collision with car, pick-up truck or van in nontraffic accident, subsequent encounter"
V131XXS,"Pedal cycle passenger injured in collision with car, pick-up truck or van in nontraffic accident, sequela"
V132XXA,"Unspecified pedal cyclist injured in collision with car, pick-up truck or van in nontraffic accident, initial encounter"
V132XXD,"Unspecified pedal cyclist injured in collision with car, pick-up truck or van in nontraffic accident, subsequent encounter"
V132XXS,"Unspecified pedal cyclist injured in collision with car, pick-up truck or van in nontraffic accident, sequela"
V133XXA,"Person boarding or alighting a pedal cycle injured in collision with car, pick-up truck or van, initial encounter"
V133XXD,"Person boarding or alighting a pedal cycle injured in collision with car, pick-up truck or van, subsequent encounter"
V133XXS,"Person boarding or alighting a pedal cycle injured in collision with car, pick-up truck or van, sequela"
V134XXA,"Pedal cycle driver injured in collision with car, pick-up truck or van in traffic accident, initial encounter"
V134XXD,"Pedal cycle driver injured in collision with car, pick-up truck or van in traffic accident, subsequent encounter"
V134XXS,"Pedal cycle driver injured in collision with car, pick-up truck or van in traffic accident, sequela"
V135XXA,"Pedal cycle passenger injured in collision with car, pick-up truck or van in traffic accident, initial encounter"
V135XXD,"Pedal cycle passenger injured in collision with car, pick-up truck or van in traffic accident, subsequent encounter"
V135XXS,"Pedal cycle passenger injured in collision with car, pick-up truck or van in traffic accident, sequela"
V139XXA,"Unspecified pedal cyclist injured in collision with car, pick-up truck or van in traffic accident, initial encounter"
V139XXD,"Unspecified pedal cyclist injured in collision with car, pick-up truck or van in traffic accident, subsequent encounter"
V139XXS,"Unspecified pedal cyclist injured in collision with car, pick-up truck or van in traffic accident, sequela"
V140XXA,"Pedal cycle driver injured in collision with heavy transport vehicle or bus in nontraffic accident, initial encounter"
V140XXD,"Pedal cycle driver injured in collision with heavy transport vehicle or bus in nontraffic accident, subsequent encounter"
V140XXS,"Pedal cycle driver injured in collision with heavy transport vehicle or bus in nontraffic accident, sequela"
V141XXA,"Pedal cycle passenger injured in collision with heavy transport vehicle or bus in nontraffic accident, initial encounter"
V141XXD,"Pedal cycle passenger injured in collision with heavy transport vehicle or bus in nontraffic accident, subsequent encounter"
V141XXS,"Pedal cycle passenger injured in collision with heavy transport vehicle or bus in nontraffic accident, sequela"
V142XXA,"Unspecified pedal cyclist injured in collision with heavy transport vehicle or bus in nontraffic accident, initial encounter"
V142XXD,"Unspecified pedal cyclist injured in collision with heavy transport vehicle or bus in nontraffic accident, subsequent encounter"
V142XXS,"Unspecified pedal cyclist injured in collision with heavy transport vehicle or bus in nontraffic accident, sequela"
V143XXA,"Person boarding or alighting a pedal cycle injured in collision with heavy transport vehicle or bus, initial encounter"
V143XXD,"Person boarding or alighting a pedal cycle injured in collision with heavy transport vehicle or bus, subsequent encounter"
V143XXS,"Person boarding or alighting a pedal cycle injured in collision with heavy transport vehicle or bus, sequela"
V144XXA,"Pedal cycle driver injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter"
V144XXD,"Pedal cycle driver injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter"
V144XXS,"Pedal cycle driver injured in collision with heavy transport vehicle or bus in traffic accident, sequela"
V145XXA,"Pedal cycle passenger injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter"
V145XXD,"Pedal cycle passenger injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter"
V145XXS,"Pedal cycle passenger injured in collision with heavy transport vehicle or bus in traffic accident, sequela"
V149XXA,"Unspecified pedal cyclist injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter"
V149XXD,"Unspecified pedal cyclist injured in collision with heavy transport vehicle or bus in traffic accident, subsequent encounter"
V149XXS,"Unspecified pedal cyclist injured in collision with heavy transport vehicle or bus in traffic accident, sequela"
V150XXA,"Pedal cycle driver injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter"
V150XXD,"Pedal cycle driver injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter"
V150XXS,"Pedal cycle driver injured in collision with railway train or railway vehicle in nontraffic accident, sequela"
V151XXA,"Pedal cycle passenger injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter"
V151XXD,"Pedal cycle passenger injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter"
V151XXS,"Pedal cycle passenger injured in collision with railway train or railway vehicle in nontraffic accident, sequela"
V152XXA,"Unspecified pedal cyclist injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter"
V152XXD,"Unspecified pedal cyclist injured in collision with railway train or railway vehicle in nontraffic accident, subsequent encounter"
V152XXS,"Unspecified pedal cyclist injured in collision with railway train or railway vehicle in nontraffic accident, sequela"
V153XXA,"Person boarding or alighting a pedal cycle injured in collision with railway train or railway vehicle, initial encounter"
